age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
69,M,436,En Couple,0,false,8365 AH 29
38,M,1048,En Couple,2,true,5155 TS 46
57,M,161,Célibataire,0,false,5861 UL 66
45,M,565,En Couple,3,false,6308 KF 76
34,M,1178,En Couple,2,false,6778 ST 73
69,M,450,Célibataire,0,false,9519 FI 15
58,Masculin,820,En Couple,2,false,4501 BC 88
64,F,593,En Couple,3,true,1872 NG 15
31,M,558,En Couple,2,false,1061 ZX 26
56,M,592,Célibataire,0,false,3438 PD 20
37,M,1006,Célibataire,0,false,1800 WI 74
21,M,529,En Couple,2,true,3033 UB 35
32,M,457,Célibataire,0,false,4609 ZT 94
34,M,1050,Célibataire,0,false,7308 EH 14
51,M,482,Célibataire,0,false,5216 TJ 91
40,M,201,Célibataire,0,false,1642 BF 13
74,F,578,En Couple,3,false,1312 WU 55
59,F,500,Célibataire,0,false,3506 NL 34
45,M,409,Célibataire,0,false,2785 MF 63
31,M,725,En Couple,1,false,3052 MR 58
40,M,1353,En Couple,4,false,6004 RI 14
26,M,558,En Couple,0,true,8715 TI 79
32,M,519,En Couple,2,false,7325 DQ 85
42,F,543,Célibataire,0,false,234 VH 93
20,F,524,Célibataire,0,false,6608 KE 43
77,M,561,Célibataire,0,false,8961 DP 93
24,M,524,En Couple,4,false,2342 WC 98
53,F,219,Célibataire,0,false,3728 OQ 56
74,M,469,Célibataire,0,false,198 KP 24
27,F,1120,Célibataire,0,false,9488 SA 34
57,F,455,Célibataire,0,false,7247 DK 68
34,M,462,En Couple,2,false,3687 OJ 32
26,M,432,Célibataire,0,false,6938 DV 37
53,F,1247,En Couple,1,false,6081 SQ 64
71,F,467,En Couple,3,false,2986 GN 26
79,F,505,Célibataire,0,false,5529 AL 69
74,M,216,Célibataire,0,false,2156 XW 53
46,M,537,En Couple,1,false,4752 XZ 15
-1,M,527,En Couple,0,false,7657 TP 34
41,M,467,Célibataire,0,false,9282 XL 55
37,M,1072,En Couple,0,false,8705 RS 84
47,F,578,Célibataire,0,false,9590 DX 42
71,M,246,En Couple,3,false,9632 HW 40
33,F,476,En Couple,1,false,3116 HT 53
18,M,1041,Célibataire,0,false,8155 ZO 33
37,M,408,Célibataire,0,false,734 VY 88
63,M,425,En Couple,4,false,3905 YT 42
45,M,453,Célibataire,0,false,7585 HK 77
40,M,404,En Couple,0,false,1019 JT 98
43,F,402,En Couple,3,false,6547 TD 93
27,M,197,En Couple,1,false,5614 TL 30
19,F,186,Seule,1,false,5596 WN 74
28,F,707,En Couple,2,false,1941 MB 55
53,M,1171,En Couple,2,false,9167 AP 94
43,F,1216,En Couple,0,true,2057 MJ 84
50,F,1050,En Couple,2,false,903 FJ 63
75,M,1121,Célibataire,0,false,5355 PV 10
28,F,427,En Couple,4,false,7724 MN 79
83,F,1350,En Couple,4,true,5318 IK 69
49,F,244,Célibataire,0,false,2238 AE 16
46,M,474,En Couple,1,false,4111 GZ 64
18,F,532,En Couple,0,false,1846 QL 57
71,F,734,Célibataire,0,false,9206 WA 44
53,F,180,En Couple,4,false,6361 JW 95
42,M,520,Célibataire,0,false,1924 HI 32
34,M,466,En Couple,2,false,8982 DA 23
25,M,977,En Couple,1,false,3085 XN 49
22,F,523,En Couple,3,true,4773 QO 60
36,M,562,En Couple,3,false,8413 CY 69
38,Femme,1278,En Couple,2,false,1639 OD 56
29,M,511,Célibataire,0,false,3388 QQ 61
29,F,459,Célibataire,0,false,9994 ZD 90
63,F,592,En Couple,2,false,5900 SJ 54
59,M,151,En Couple,4,false,4596 LR 89
23,M,1265,En Couple,0,false,1559 KE 76
46,M,1214,En Couple,2,false,4213 KG 30
29,M,547,En Couple,2,false,2211 IX 73
36,F,562,En Couple,3,true,823 NC 83
49,M,1184,En Couple,1,false,4128 QN 73
27,M,1072,En Couple,1,false,6399 SH 69
54,F,1391,En Couple,2,false,3989 GE 85
59,M,493,En Couple,2,false,9771 WY 97
76,M,494,En Couple,4,false,632 PS 53
53,F,1163,Marié(e),1,false,5075 CA 12
72,M,432,Célibataire,0,false,3877 EW 51
68,F,594,En Couple,3,false,7753 CX 38
28,M,231,Célibataire,0,false,8003 YV 26
48,F,468,En Couple,3,false,219 BM 76
47,M,486,En Couple,2,true,741 RS 23
82,F,820,En Couple,1,false,4974 TC 97
52,M,515,Célibataire,0,false,1508 LD 45
29,M,537,En Couple,1,false,6002 HR 28
82,F,405,Célibataire,0,false,695 CG 46
25,F,460,En Couple,4,false,8034 MB 86
70,F,476,Célibataire,0,false,2012 SH 52
49,F,790,En Couple,3,true,7778 PE 51
26,M,1171,En Couple,4,false,862 HN 15
55,M,507,Célibataire,0,false,2289 FB 89
71,F,1385,Célibataire,0,false,4879 WO 58
29,M,175,En Couple,0,false,6038 KX 31
66,M,474,En Couple,0,false,7340 SA 43
21,M,520,En Couple,1,false,9557 HD 76
23,M,228,En Couple,0,false,6670 NR 13
19,M,431,En Couple,4,false,6089 NW 43
24,F,1310,Célibataire,0,false,9253 YA 86
25,F,543,En Couple,1,true,2649 YU 75
24,M,569,En Couple,4,false,1517 UN 24
21,F,851,Célibataire,0,false,5412 KD 47
24,M,589,Célibataire,0,false,1226 TQ 35
36,M,573,En Couple,0,false,3927 DI 88
54,F,780,En Couple,1,false,2189 PO 15
59,M,206,En Couple,4,false,4579 PP 39
52,M,553,En Couple,2,false,2590 GX 13
33,M,927,En Couple,2,true,5081 FH 68
63,M,542,Célibataire,0,false,6977 HD 12
69,M,204,En Couple,3,false,7376 UH 37
19,M,565,En Couple,3,false,7476 PG 63
44,M,471,En Couple,2,false,9738 VF 62
77,M,496,En Couple,1,false,4524 LU 72
35,M,511,En Couple,2,true,6085 WJ 63
81,M,1063,En Couple,1,false,2269 FY 91
74,M,486,Seule,2,false,1430 LX 33
20,F,990,Célibataire,0,false,609 XI 37
35,F,453,En Couple,1,false,1037 MA 50
62,M,199,Célibataire,0,false,9949 WA 49
75,F,424,En Couple,3,false,6021 AB 39
48,F,460,Célibataire,0,false,9905 TC 48
73,M,458,En Couple,2,false,5154 PV 41
21,F,432,En Couple,1,false,5254 AR 87
33,M,161,En Couple,1,false,2018 UR 43
41,M,435,Célibataire,0,false,7599 XR 80
37,F,1177,En Couple,1,true,6063 FQ 75
74,M,455,En Couple,2,false,3658 PC 47
57,M,426,Célibataire,0,false,2121 HH 19
53,M,504,En Couple,2,false,1934 JO 15
20,M,989,En Couple,0,false,4670 WF 74
66,M,460,En Couple,0,true,7229 WE 37
28,F,563,En Couple,3,true,3396 LK 45
32,M,1063,En Couple,1,false,6401 KN 73
26,F,473,En Couple,2,true,2971 OU 12
44,F,204,En Couple,1,false,8639 GA 84
37,M,969,En Couple,4,false,9388 ZZ 35
47,F,1175,En Couple,1,false,5417 AC 86
70,M,1040,En Couple,2,false,8846 MI 81
59,M,483,Seule,1,false,7173 ID 38
57,M,915,En Couple,1,false,2302 NY 51
31,F,583,En Couple,1,false,8249 SQ 26
78,F,184,Célibataire,0,false,5284 ZV 68
26,M,533,En Couple,1,false,8049 WY 69
36,M,528,Célibataire,0,false,1314 MM 87
33,M,171,En Couple,3,false,9924 WW 26
42,M,408,En Couple,2,true,4533 SH 33
45,M,181,En Couple,2,false,724 SW 25
39,M,1338,En Couple,4,false,5364 BN 39
41,M,420,Seule,1,false,4636 TA 93
24,M,577,Célibataire,0,false,2686 RI 31
20,Homme,594,Célibataire,0,false,1234 FK 44
20,M,449,En Couple,2,false,2638 RS 67
39,M,538,En Couple,1,false,8452 DE 67
29,F,592,En Couple,0,false,792 AF 69
22,F,478,Célibataire,0,false,7660 QH 75
20,M,409,En Couple,4,false,7850 PQ 31
59,M,197,Célibataire,0,false,3486 FD 92
83,F,552,Célibataire,0,false,4286 LC 11
41,F,965,En Couple,2,false,1158 ZM 40
32,M,517,Célibataire,0,false,9620 TW 10
71,M,424,Célibataire,0,false,6509 VA 60
31,M,1310,En Couple,3,false,3130 YE 17
32,F,411,En Couple,1,true,883 AM 72
50,M,218,En Couple,3,false,1670 IM 10
23,M,594,Célibataire,0,false,9507 QF 10
56,F,768,Célibataire,0,false,5575 LM 21
47,F,591,En Couple,4,false,4915 NH 25
40,M,439,Célibataire,0,false,2105 SS 75
44,M,585,Seule,2,false,2771 ZO 71
29,M,499,Célibataire,0,false,6815 VL 19
35,F,199,En Couple,4,false,5867 EA 97
28,M,1271,En Couple,3,false,4313 TR 17
38,M,190,En Couple,3,false,2303 PO 56
49,M,236,En Couple,2,false,5502 UF 84
25,Femme,569,Célibataire,0,false,9404 BQ 35
24,F,186,En Couple,3,false,272 WD 46
46,F,1255,En Couple,4,false,9354 FS 25
48,F,460,En Couple,2,false,6748 FX 89
19,M,586,En Couple,0,false,9849 XY 51
21,M,1184,En Couple,3,false,2457 IX 67
69,M,969,En Couple,2,false,6902 XU 40
40,M,463,Seule,3,false,9942 HK 72
36,M,597,Célibataire,0,false,9413 TJ 30
42,F,496,Célibataire,0,false,2366 WP 58
45,M,568,Célibataire,0,false,3397 XW 89
53,M,457,En Couple,4,false,7349 GR 88
46,F,941,Seule,1,false,6897 JA 92
49,M,509,Célibataire,0,false,1097 CL 22
20,M,459,Célibataire,0,false,3931 PF 96
72,F,403,En Couple,1,false,9875 ME 52
23,M,565,En Couple,2,false,2497 JN 27
47,F,172,En Couple,2,false,8870 YY 82
84,M,410,En Couple,2,false,4874 OA 78
22,M,831,En Couple,2,true,9820 AR 40
50,F,202,En Couple,1,true,1767 QZ 51
35,M,822,En Couple,0,false,46 TY 56
44,M,712,En Couple,0,false,1140 NP 93
26,M,491,En Couple,1,false,7722 QD 70
25,M,452,Célibataire,0,false,854 RV 60
81,M,400,En Couple,0,false,8604 CZ 79
29,M,974,Célibataire,0,false,172 CQ 60
59,M,185,En Couple,2,false,2263 BF 22
49,M,177,Célibataire,0,false,5183 RF 29
59,M,1139,En Couple,4,false,6907 GV 60
25,M,1019,En Couple,0,false,1043 JR 43
83,M,230,Célibataire,0,false,7566 MC 45
49,M,401,En Couple,0,false,4582 UH 38
48,F,474,Célibataire,0,false,6677 OH 52
76,M,531,Célibataire,0,false,6366 RA 81
51,F,466,Célibataire,0,false,7978 MG 41
28,M,236,En Couple,1,false,605 OC 80
29,M,489,En Couple,2,false,8228 UO 39
58,F,166,En Couple,2,true,3566 TY 22
53,M,1378,Célibataire,0,false,4356 SL 29
29,M,495,Célibataire,0,false,7350 PC 64
24,F,1025,En Couple,1,false,8948 WN 95
43,M,444,En Couple,4,false,1397 EL 93
58,M,1158,En Couple,2,false,1208 VF 13
42,M,411,En Couple,0,false,7829 ER 51
80,M,568,Seule,2,false,8078 SW 47
46,F,797,En Couple,1,false,8327 MW 53
41,M,597,En Couple,3,false,9695 ZV 32
51,M,456,En Couple,1,false,4394 CK 46
75,M,155,Célibataire,0,false,5645 KK 78
54,M,189,Célibataire,0,false,3046 TB 73
33,Masculin,1360,En Couple,4,false,4725 AX 18
70,F,1247,Célibataire,0,false,6314 DM 41
55,M,554,En Couple,3,false,4924 DF 44
54,M,243,Célibataire,0,false,9347 HC 72
56,M,852,En Couple,4,false,1332 AG 70
58,M,576,En Couple,2,false,1975 RV 86
63,F,201,En Couple,4,false,2309 QF 80
65,M,491,Célibataire,0,false,163 CD 75
38,M,827,Célibataire,0,false,3910 WJ 41
43,M,425,Célibataire,0,false,754 RG 64
44,M,558,En Couple,3,false,2163 RS 31
29,M,980,En Couple,0,false,9271 PA 93
51,M,1325,En Couple,4,false,7222 NZ 94
19,M,851,Célibataire,0,false,9166 QP 60
84,M,569,Célibataire,0,false,832 SJ 14
42,M,159,En Couple,3,false,945 WC 41
27,M,542,En Couple, ,true,6318 KN 94
69,F,766,En Couple,2,true,15 ZX 21
77,M,245,Seule,3,false,3302 IH 17
41,M,220,En Couple,4,false,1541 UN 77
27,M,1149,Célibataire,0,false,8825 TW 30
32,M,500,En Couple,2,false,4758 BI 44
71,M,479,En Couple,1,true,656 TG 73
29,M,592,En Couple,1,false,1572 BK 13
72,M,426,Seule,1,false,4097 OH 29
45,F,462,En Couple,0,false,215 RZ 96
18,M,415,En Couple,0,false,2682 TL 60
37,M,735,Célibataire,0,false,7506 YZ 26
27,F,767,Célibataire,0,false,6274 VL 52
32,M,178,En Couple,0,false,1074 NM 79
22,M,546,En Couple,1,false,9948 PQ 90
59,F,1216,Célibataire,0,false,128 DQ 45
61,M,466,Célibataire,0,false,4724 TW 16
31,M,228,En Couple,4,false,3740 NA 79
28,M,737,En Couple,4,false,849 YJ 52
24,M,453,Célibataire,0,false,5121 VT 68
34,M,529,En Couple,0,false,9124 UV 16
49,Homme,166,En Couple,0,false,1014 UN 95
63,M,1191,En Couple,2,false,6917 WK 41
68,F,217,En Couple,2,false,7241 ER 98
59,M,862,Célibataire,0,false,8922 EV 91
21,M,1380,En Couple,0,false,6179 FM 10
39,M,543,En Couple,2,false,5474 HM 47
47,M,716,En Couple,4,false,4472 IX 16
31,M,762,Seule,2,false,739 QI 57
35,M,544,Célibataire,0,false,2965 OD 90
73,M,209,Célibataire,0,false,7601 BF 59
73,Féminin,200,En Couple,2,true,3762 ZD 31
46,F,780,En Couple,1,false,5272 KH 59
39,M,497,En Couple,1,false,2848 ZB 57
67,M,237,Marié(e),1,false,4078 YJ 88
23,M,730,Seule,1,false,170 VT 84
42,M,427,En Couple,0,false,148 NK 16
47,M,1095,En Couple,2,false,7989 EC 22
83,F,430,En Couple,2,false,6372 RK 72
61,M,215,En Couple,4,false,8001 XY 81
18,M,527,En Couple,3,false,7409 FC 26
81,M,1345,Célibataire,0,false,1207 KR 95
32,M,166,En Couple,2,false,6092 KB 89
28,F,488,En Couple,2,false,8938 MD 47
41,M,521,Seul,0,false,7530 DD 28
29,M,409,Célibataire,0,false,2168 AK 16
57,M,211,En Couple,4,false,3024 KT 56
51,F,523,En Couple,0,false,808 XS 98
28,M,1088,En Couple,0,false,6026 IP 36
20,F,1350,En Couple,3,false,2188 BL 88
31,M,1302,Célibataire,0,false,3069 EB 58
27,M,564,Seule,1,false,9486 MV 84
35,M,1397,En Couple,2,false,2586 JJ 93
83,M,465,En Couple,2,false,6772 JN 73
45,M,193,En Couple,2,false,2604 BH 95
68,M,505,En Couple,2,false,4813 TZ 55
46,M,196,Célibataire,0,false,8998 QY 69
52,F,184,Célibataire,0,false,2819 DL 10
52,F,742,En Couple,4,false,7159 LK 15
23,M,226,En Couple,1,false,4728 BX 57
21,F,765,Seule,1,false,9239 ZL 58
42,M,496,Seule,1,false,8859 VB 60
38,F,533,Célibataire,0,false,9785 BB 49
78,M,1108,En Couple,1,true,3266 EX 92
43,M,172,En Couple,2,false,8073 NB 84
25,M,541,Célibataire,0,false,7631 IC 24
55,F,575,En Couple,2,true,7053 XX 22
46,M,786,En Couple,2,false,1837 ZH 95
?,F,156,Seule,2,false,9702 FZ 48
58,F,530,En Couple,3,false,6178 CP 77
44,F,561,Seule,2,false,3549 PW 17
63,M,890,Seule,1,false,6812 XI 27
18,M,210,En Couple,4,false,9224 UZ 18
62,F,486,En Couple,3,false,8790 WG 39
51,M,928,En Couple,0,false,2052 XX 26
52,F,510,En Couple,1,true,2882 QJ 37
59,M,523,En Couple,1,false,9338 KF 15
40,M,439,En Couple,2,false,4397 DB 15
41,M,982,En Couple,3,false,8988 RI 60
21,M,248,En Couple,0,false,6096 OE 94
22,F,222,En Couple,4,false,374 SQ 80
55,F,151,En Couple,3,false,2170 VJ 58
55,M,1193,En Couple,1,false,2671 KD 61
76,M,473,En Couple,1,true,7753 JI 54
46,F,596,En Couple,2,false,9943 LQ 93
48,F,544,Célibataire,0,false,9312 ZQ 89
24,M,1265,En Couple,4,true,217 UH 52
39,M,1366,En Couple,0,false,5936 VN 18
72,M,481,En Couple,4,false,1032 PA 37
55,F,517,En Couple,1,true,1345 UE 16
56,F,550,En Couple,4,true,435 IT 95
54,M,513,En Couple,0,false,9447 QM 89
51,F,572,Seule,3,false,306 XB 27
44,M,231,En Couple,2,false,7055 BL 92
46,M,1331,En Couple,2,false,7976 BA 50
56,M,207,En Couple,1,true,881 HS 44
26,M,247,En Couple,2,false,3761 OE 44
29,M,580,En Couple,1,false,9277 SF 16
53,M,469,En Couple,4,true,9491 QO 67
36,F,863,En Couple,2,false,2704 TE 96
18,M,960,Seule,2,false,6814 ND 14
65,Masculin,189,En Couple,1,false,94 SA 53
47,M,562,En Couple,4,false,782 OS 93
33,M,497,En Couple,2,false,438 RL 66
25,F,804,En Couple,2,false,8629 OX 45
28,F,476,En Couple,1,false,3331 IX 35
25,F,833,Célibataire,0,false,5651 HA 67
40,F,431,Célibataire,0,false,2168 JI 29
59,M,476,Seule,3,false,7952 NS 50
57,M,526,En Couple,3,false,7584 JK 83
47,M,941,En Couple,3,false,4542 UE 85
55,M,528,En Couple,2,false,277 JV 14
18,M,496,En Couple,0,false,2073 RO 74
45,F,1313,En Couple,3,false,8119 ED 51
31,M,823,Célibataire,0,false,6440 HW 17
83,F,242,En Couple,0,false,6610 UW 96
75,M,470,Célibataire,0,false,4123 CR 53
26,M,808,Célibataire,0,false,7995 LQ 59
79,M,1091,En Couple,1,true,9372 ID 97
33,F,229,En Couple,0,false,2161 PK 32
25,M,1281,En Couple,1,false,6032 IO 14
72,M,424,Célibataire,0,false,5181 MN 14
36,F,180,En Couple,1,false,1141 LU 46
63,F,188,Célibataire,0,false,1860 LZ 77
28,M,580,En Couple,2,false,7715 DS 94
36,M,797,Célibataire,0,false,3121 AO 85
22,M,212,En Couple,2,false,4749 ZN 78
48,M,402,En Couple,3,false,3502 XH 27
38,M,1150,En Couple,0,false,687 CE 71
39,F,583,Célibataire,0,false,8745 CH 59
20,M,475,Célibataire,0,false,3743 YP 53
57,M,430,Célibataire,0,false,608 WP 37
51,Homme,577,En Couple,2,true,4973 OZ 42
23,M,456,Seule,1,false,984 YU 11
27,M,481,En Couple,3,false,2932 NE 48
36,F,553,Célibataire,0,false,4703 ZA 32
48,M,1102,Célibataire,0,false,7337 YV 36
25,M,983,En Couple,2,false,1023 DP 80
31,M,1074,Célibataire,0,false,7769 YE 17
25,M,1120,Célibataire,0,false,6460 PB 44
48,M,819,En Couple,2,false,6220 NR 52
33,M,176,Seule,3,false,7282 KG 14
59,M,796,En Couple,0,false,8838 EL 73
77,M,844,En Couple,4,false,5305 BP 93
79,M,1177,En Couple,0,false,7714 MF 21
26,M,467,Célibataire,0,false,4531 FT 30
20,M,542,En Couple,1,true,231 WQ 49
57,F,587,Seule,?,false,2970 FW 93
47,F,229,Célibataire,0,false,8837 VK 25
27,M,596,En Couple,3,false,4788 SI 59
22,M,585,En Couple,1,false,9942 FX 38
74,F,522,En Couple,0,false,3329 XM 78
81,M,546,Célibataire,0,false,2495 JT 58
62,M,734,Célibataire,0,false,9353 WV 53
19,F,439,Célibataire,0,false,6654 ZK 46
24,M,551,En Couple,2,false,6927 NW 62
77,M,960,En Couple,0,false,6699 UK 68
18,M,1271,En Couple,1,false,9538 HK 48
52,M,1352,En Couple,3,false,5465 PX 25
29,M,1221,Célibataire,0,false,6937 QQ 85
58,M,543,En Couple,0,true,4355 KD 37
36,F,543,En Couple,2,false,3780 ZV 93
25,M,462,Célibataire,0,false,2513 QJ 11
69,F,548,En Couple,3,false,9456 PR 56
78,M,239,En Couple,4,false,3314 QU 74
70,F,1257,En Couple,1,true,4016 XA 74
35,M,1289,En Couple,3,true,3697 PX 16
28,M,157,Célibataire,0,false,4966 SZ 32
57,F,882,En Couple,3,false,3059 TC 67
78,F,533,En Couple,2,false,2730 KP 24
19,M,155,En Couple,0,false,9269 ZO 19
72,M,859,En Couple,2,false,1231 XV 24
50,M,1097,En Couple,2,false,9663 BP 64
24,M,541,En Couple,0,false,8082 EQ 86
35,M,404,Célibataire,0,false,1317 OO 50
55,M,411,En Couple,4,false,9644 YA 50
84,F,975,Seule,3,false,2386 HA 37
54,F,499,En Couple,3,true,9405 NN 17
38,F,201,Célibataire,0,false,5997 IE 63
43,M,728,En Couple,3,false,3761 FC 29
30,Masculin,546,Célibataire,0,false,1141 LI 72
45,M,470,En Couple,3,false,5948 HI 43
43,M,1301,En Couple,4,false,4614 SI 67
24,F,481,En Couple,3,false,8175 WZ 33
65,M,155,En Couple,3,true,7076 RU 39
22,M,824,En Couple,2,false,274 PA 70
39,M,737,En Couple,3,false,2909 NM 15
49,M,1252,En Couple,3,false,5722 FC 35
37,Masculin,566,En Couple,1,false,4617 KK 11
53,F,227,En Couple,1,false,5490 IF 21
33,M,471,En Couple,1,false,4347 MG 56
21,M,513,En Couple,1,false,1107 QD 12
18,M,218,Célibataire,0,false,7278 PY 34
50,F,778,Célibataire,0,false,8702 AT 41
65,M,163,En Couple,1,false,1290 HZ 29
33,M,1025,En Couple,1,false,2525 PR 20
23,M,213,En Couple,0,false,126 OF 35
25,M,841,En Couple,1,false,776 TY 10
78,M,1252,En Couple,4,true,2629 ZY 35
42,M,501,Seule,2,false,7676 YK 90
78,F,559,En Couple,0,true,8419 AW 24
49,M,423,En Couple,1,false,2835 OW 43
44,M,545,Célibataire,0,false,3559 UO 55
33,M,1223,Célibataire,0,false,6480 VF 43
49,M,820,Célibataire,0,false,4441 BU 88
83,M,948,En Couple,3,true,4353 QX 39
26,M,506,En Couple,2,false,2506 HX 54
23,M,208,Célibataire,0,false,765 YJ 68
35,F,224,Célibataire,0,false,2104 HV 32
68,M,231,En Couple,2,false,5798 IK 78
32,F,186,Célibataire,0,false,3401 KU 34
30,M,549,En Couple,3,true,1126 SW 20
33,F,886,En Couple,4,false,7516 HH 82
21,F,169,Célibataire,0,false,9923 RD 50
45,M,402,En Couple,0,true,4973 PS 75
27,M,515,En Couple,0,true,6956 HS 94
57,M,575,Célibataire,0,false,3504 MP 57
26,M,485,En Couple,3,false,954 UH 31
39,M,189,En Couple,1,false,7779 GC 80
32,F,463,En Couple,2,false,3330 ON 30
23,M,526,En Couple,3,false,1630 YL 10
43,M,485,En Couple,3,false,4768 PM 31
25,M,495,En Couple,4,false,8803 CW 65
34,M,1268,En Couple,1,true,6187 IH 93
50,F,189,En Couple,0,true,9648 MA 57
21,M,223,En Couple,4,false,2309 KH 40
31,M,234,En Couple,4,false,7257 LK 49
23,M,234,En Couple,0,true,7802 AU 82
32,M,404,En Couple,2,false,8928 QB 97
26,F,518,Seule,1,false,8109 JG 65
21,M,1215,Célibataire,0,false,9455 WW 24
34,M,896,En Couple,1,false,160 HW 24
28,M,246,En Couple,1,false,3386 CH 16
35,F,482,Célibataire,0,false,9978 QL 88
20,F,507,En Couple,2,false,4560 SJ 30
44,M,499,En Couple,0,false,3008 KY 62
23,M,458,En Couple,3,false,2616 DV 60
31,M,442,En Couple,1,false,5438 BS 39
57,M, ,Célibataire,0,false,5510 SX 64
28,M,244,En Couple,1,false,6701 WO 69
42,M,589,En Couple,4,false,6373 EX 41
44,M,430,En Couple,2,true,1613 PN 59
65,F,152,Célibataire,0,false,7787 AH 41
51,F,855,Célibataire,0,false,8569 SX 27
76,M,204,Seule,3,false,2778 FM 28
49,F,504,En Couple,1,false,9847 BY 45
42,M,593,Seule,3,false,7707 NC 58
29,M,531,En Couple,4,false,3815 JR 32
41,F,414,En Couple,-1,false,1362 HY 76
24,F,1166,Célibataire,0, ,785 TG 88
27,Masculin,503,En Couple,2,true,7279 FJ 74
34,M,449,En Couple,0,false,2297 FK 38
72,F,806,En Couple,1,true,5017 YG 13
50,M,583,En Couple,3,false,7452 PV 57
49,M,1239,En Couple,2,false,98 XE 51
38,F,178,En Couple,0,false,8754 QQ 20
57,Homme,522,En Couple,3,false,9064 AG 67
67,Masculin,506,Célibataire,0,false,1324 SC 87
47,F,429,En Couple,3,false,3615 FB 82
55,M,778,Célibataire,0,false,2228 HT 45
48,M,449,En Couple,2,false,3737 TZ 90
21,F,160,Célibataire,0,false,625 FJ 26
61,F,184,En Couple,2,false,5696 TO 44
38,F,1141,Célibataire,0,false,4066 GC 90
27,M,474,Célibataire,0,false,4184 TM 17
59,F,972,Célibataire,0,false,7664 FV 21
36,M,1183,En Couple,4,true,80 NY 57
41,F,509,Seule,2,false,5726 CS 90
41,M,446,En Couple,4,false,1887 CU 18
25,M,585,Célibataire,0,false,5450 YU 61
58,F,239,Célibataire,0,false,8568 WY 12
52,F,151,En Couple,1,true,1371 VZ 71
66,M,1269,En Couple,1,false,7912 TO 16
60,M,956,Célibataire,0,false,5746 WL 14
28,M,249,Célibataire,0,false,9908 TT 41
46,F,511,En Couple,3,true,4395 KA 16
58,M,1194,En Couple,1,false,4398 HM 53
43,M,555,En Couple,1,false,635 SI 91
46,F,954,En Couple,1,false,7039 KB 77
22,F,453,En Couple,1,false,2113 EE 82
49,M,1086,Célibataire,0,false,9595 BQ 97
58,M,871,En Couple,2,true,1686 JS 54
40,M,406,Célibataire,0,false,1650 XL 92
39,F,575,En Couple,3,false,7823 NL 12
65,F,711,En Couple,2,false,7146 HY 47
44,M,490,Célibataire,0,false,6871 TB 97
56,F,750,En Couple,0,false,5912 CR 20
24,M,176,Seule,2,false,631 XQ 51
25,M,557,En Couple,1,false,3094 QF 71
56,M,859,En Couple,2,false,2880 ZW 21
45,F,474,En Couple,1,false,2955 DZ 66
27,F,450,En Couple,3,false,8797 UK 97
69,M,459,Célibataire,0,false,8792 BX 57
31,M,466,En Couple,1,false,4132 SJ 76
20,M,1347,Célibataire,0,false,743 FV 22
36,M,920,En Couple,3,false,9619 GH 81
74,F,445,En Couple,2,true,7612 BH 55
19,M,552,En Couple,1,false,8644 MR 88
29,M,519,En Couple,?,true,9782 YQ 47
78,F,528,Célibataire,0,false,8043 QB 40
33,M,552,En Couple,1,false,9900 MG 55
21,F,512,Célibataire,0,false,5764 DT 46
26,M,178,En Couple,4,false,3025 AF 70
20,F,503,Célibataire,0,false,600 AP 38
53,M,1167,En Couple,4,true,626 MF 40
57,M,535,Célibataire,0,false,9638 OO 57
24,F,481,En Couple,0,false,4836 HJ 38
59,M,495,En Couple,3,false,2315 MK 10
28,M,1233,En Couple,0,false,8584 OU 19
32,M,1191,Célibataire,0,false,3229 NP 98
24,M,544,En Couple,1,false,9993 FK 18
44,M,152,En Couple,2,false,8681 XU 59
31,Masculin,892,Célibataire,0,false,8939 BN 86
68,M,517,Célibataire,0,false,3306 KP 49
60,M,471,En Couple,3,true,6971 PZ 56
32,M,169,En Couple,0,false,4851 JB 97
52,M,593,Célibataire,0,false,6147 MG 35
38,M,1225,En Couple,0,false,3041 OU 18
77,M,1375,En Couple,1,false,1828 TA 89
31,M,592,Célibataire,0,false,8683 DU 36
22,M,590,Seule,1,false,1707 DK 51
20,M,486,En Couple,4,false,3380 SL 68
22,M,494,En Couple,3,true,6174 EL 42
24,M,1209,Célibataire,0,false,805 YU 19
44,M,524,En Couple,2,false,7470 NH 87
51,M,814,En Couple,3,false,7189 KQ 65
57,M,897,En Couple,0,false,4421 XC 12
58,F,409,Célibataire,0,false,6355 MI 82
67,M,499,Célibataire,0,false,4423 RA 33
35,M,209,En Couple,2,false,2823 EO 35
60,M,531,En Couple,2,false,9506 VS 39
43,M,205,Célibataire,0,false,9766 GM 78
20,M,504,En Couple,1,false,9519 LS 87
18,F,403,Célibataire,0,false,7517 UJ 63
56,F,1080,En Couple,1,false,5760 BK 64
52,M,419,En Couple,2,false,7443 AL 42
43,M,592,En Couple,4,false,1218 CK 36
53,M,860,En Couple,0,false,1657 UO 93
60,M,442,En Couple,4,false,5338 DT 12
34,M,194,En Couple,3,false,426 WB 71
25,M,421,En Couple,3,true,2842 HI 10
44,M,920,Célibataire,0,false,5341 TK 60
26,F,400,Célibataire,0,false,714 IJ 19
46,M,199,En Couple,0,false,4560 UZ 32
46,F,198,Seule,1,false,9888 FL 13
59,M,534,Seule,2,false,9164 LQ 19
